ville;titre;lieu;date_debut;date_fin
paris;LA CONFIANCE REGNE;PONT DE L'ALMA;08/07/2003;08/07/2003
paris;LA CONFIANCE REGNE;PONT ALEXANDRE III;27/08/2003;27/08/2003
paris;LA CONFIANCE REGNE;RUE LAFITTE;09/01/2003;09/01/2003
paris;LA CONFIANCE REGNE;RUE LAFITTE;27/08/2003;27/08/2003
paris;UN AUTRE QUE MOI;RUE MOUFFETARD;25/08/2003;25/08/2003
paris;UN AUTRE QUE MOI;RUE SEVERO, HIPPOLYTE-MAINDRON (ANGLE);10/06/2003;10/06/2003
paris;UN AUTRE QUE MOI;RUE SEVERO;10/06/2003;10/06/2003
paris;UN AUTRE QUE MOI;RUE MOUFFETARD;09/12/2003;09/12/2003
paris;UN AUTRE QUE MOI;RUE BONAPARTE;10/02/2003;10/02/2003
paris;QUI PERD GAGNE;PLACE DE LA REPUBLIQUE;09/04/2003;09/04/2003
paris;QUI PERD GAGNE;PLACE PAUL PAINLEVE;19/08/2003;19/08/2003
paris;LES 11 COMMANDEMENTS;PONT DES ARTS;19/08/2003;19/08/2003
paris;LE SYNDROME DE PETER PAN;PLACE COLETTE;16/08/2003;16/08/2003
paris;L'EMPREINTE;RUE PELLEPORT;26/08/2003;26/08/2003
paris;BEFORE SUNSET;AVENUE DIDEROT;27/08/2003;27/08/2003
paris;BEFORE SUNSET;JARDIN DE REUILLY;28/08/2003;28/08/2003
paris;BEFORE SUNSET;PONT LOUIS PHILIPPE;09/01/2003;09/01/2003
paris;BEFORE SUNSET;PONT DE L'ARCHEVECHE;09/02/2003;09/02/2003
paris;BEFORE SUNSET;PONT LOUIS PHILIPPE;09/02/2003;09/02/2003
paris;BEFORE SUNSET;PORT DE LA TOURNELLE;09/02/2003;09/02/2003
paris;BEFORE SUNSET;PROMENADE PLANTEE;28/08/2003;28/08/2003
paris;BEFORE SUNSET;QUAI DE L'HOTEL DE VILLE;09/02/2003;09/02/2003
paris;BEFORE SUNSET;QUAI DE L'ARCHEVECHE;09/02/2003;09/02/2003
paris;BEFORE SUNSET;QUAI DE BOURBON;09/02/2003;09/02/2003
paris;BEFORE SUNSET;QUAI DE LA TOURNELLE;09/03/2003;09/03/2003
paris;BEFORE SUNSET;QUAI BRANLY;09/04/2003;09/04/2003
paris;BEFORE SUNSET;RUE MALEBRANCHE;27/08/2003;27/08/2003
paris;BEFORE SUNSET;RUE LAPLACE;27/08/2003;27/08/2003
paris;BEFORE SUNSET;RUE GALANDE;16/09/2003;16/09/2003
paris;BEFORE SUNSET;RUE JEAN DU BELLAY;09/02/2003;09/02/2003
paris;BEFORE SUNSET;RUE SAINT-JULIEN;16/09/2003;16/09/2003
paris;BEFORE SUNSET;RUE GALANDE;17/09/2003;17/09/2003
paris;RUE DES SANS PAPIERS;BOULEVARD DE L'AMIRAL BRUIX;10/01/2003;10/01/2003
paris;RUE DES SANS PAPIERS;QUAI DE LA SEINE;29/09/2003;29/09/2003
paris;RUE DES SANS PAPIERS;RUE DE LA MARE;10/04/2003;10/04/2003
paris;RUE DES SANS PAPIERS;RUE DE L'OISE;29/09/2003;29/09/2003
paris;RUE DES SANS PAPIERS;RUE LAMARCK;20/09/2003;20/09/2003
paris;RUE DES SANS PAPIERS;RUE DES COURONNES;10/04/2003;10/04/2003
paris;RUE DES SANS PAPIERS;RUE MONTCALM;27/09/2003;27/09/2003
paris;RUE DES SANS PAPIERS;RUE DU CARDINAL DUBOIS;20/09/2003;20/09/2003
paris;RUE DES SANS PAPIERS;RUE JOMARD;26/09/2003;26/09/2003
paris;L'AMERICAIN;RUE HENRI MOISSAN;19/11/2003;19/11/2003
paris;ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;RUE DE LIEGE;20/11/2003;20/11/2003
paris;ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;RUE DU FBG ST HONORE/PL DES TERNES (ANGLE);18/11/2003;18/11/2003
paris;ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;RUE DU FAUBOURG SAINT HONORE;18/11/2003;18/11/2003
paris;AUTOMNE;IMPASSE MONT LOUIS;16/10/2003;16/10/2003
paris;AUTOMNE;RUE CAULAINCOURT;31/10/2003;31/10/2003
paris;DEUX SYLLABES EN ARRIERES;CANAL SAINT MARTIN;30/09/2003;30/09/2003
paris;DEUX SYLLABES EN ARRIERES;RUE DE PICARDIE;29/09/2003;29/09/2003
paris;NARCO;PELOUSE DE SAINT-CLOUD (BOIS;10/06/2003;10/06/2003
paris;AU SECOURS, J'AI TRENTE ANS;RUE DE MENILMONTANT;17/10/2003;17/10/2003
paris;CASABLANCA DRIVER;IMPASSE DE LA BONNE NOUVELLE;20/10/2003;20/10/2003
paris;ICHH;PONT MARIE;06/09/2010;06/09/2010
paris;ICHH;AVENUE MONTAIGNE;06/03/2010;06/03/2010
paris;ICHH;ILE SAINT LOUIS;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;RUE DES 3 FRERES;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;RUE D'ORSEL;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;RUE STEINKERQUE;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;PASSAGE DES ABBESSES;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;RUE BERVIC;16/06/2010;16/06/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;AVENUE DE WAGRAM;17/06/2010;17/06/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;RUE DES ARDENNES;14/06/2010;14/06/2010
paris;MAN MADAN AMBU;RUE HECTOR MALOT;16/06/2010;17/06/2010
paris;MOI, MICHEL G.;SQUARE ROBERT MONTAGNE;17/06/2010;17/06/2010
paris;LE PREMIER HOMME;PLACE DE RUNGIS;12/12/2010;12/12/2010
paris;MONTE CARLO STORY;PARVIS DU SACRE COEUR ET ESCALIERS;23/06/2010;23/06/2010
paris;MONTE CARLO STORY;AVENUE WINSTON CHURCHILL;28/06/2010;28/06/2010
paris;MONTE CARLO STORY;AVENUE WINSTON CHURCHILL;25/06/2010;25/06/2010
paris;BYE BYE BLONDIE;QUAI DE LA MEGISSERIE;13/08/2010;13/08/2010
paris;BYE BYE BLONDIE;RUE DE LULLI;08/12/2010;08/12/2010
paris;BYE BYE BLONDIE;RUE HERICART;21/08/2010;21/08/2010
paris;BYE BYE BLONDIE;PLACE SAINT CHARLES;21/08/2010;21/08/2010
paris;MIDNIGHT IN PARIS;SQUARE DE LA PLACE DAUPHINE;30/07/2010;30/07/2010
paris;MIDNIGHT IN PARIS;PONT ALEXANDRE III;16/07/2010;16/07/2010
paris;MIDNIGHT IN PARIS;PONT ALEXANDRE III;28/07/2010;28/07/2010
paris;MIDNIGHT IN PARIS;PONT ALEXANDRE III;08/11/2010;08/11/2010
paris;MIDNIGHT IN PARIS;RUE DUPERRE;08/04/2010;08/04/2010
paris;LES HOMMES LIBRES;QUAI DE L'ARCHEVECHE;13/08/2010;13/08/2010
paris;LES HOMMES LIBRES;PONT LOUIS PHILIPPE;18/08/2010;18/08/2010
paris;LES HOMMES LIBRES;PASSAGE GUILHEM;08/12/2010;08/12/2010
paris;ET SOUDAIN TOUT LE MONDE ME MANQUE;AVENUE VICTOR HUGO;29/07/2010;29/07/2010
paris;L'ELU DU DESTIN;RUE PAUL ALBERT ESCALIER;06/05/2007;06/05/2007
paris;SAGAN;AVENUE DE L'OBSERVATOIRE;30/07/2007;30/07/2007
paris;SAGAN;MARCHE AUX FLEURS;14/06/2007;14/06/2007
paris;SAGAN;PLACE DES PYRAMIDES;08/05/2007;08/05/2007
paris;SAGAN;RUE DU BAC;07/05/2007;07/05/2007
paris;SAGAN;RUE DE FLEURUS;07/12/2007;07/12/2007
paris;CASH;AVENUE KLEBER;14/06/2007;14/06/2007
paris;CASH;RUE ETIENNE MARCEL;13/06/2007;13/06/2007
paris;CASH;RUE DES PETITS CHAMPS;06/11/2007;06/11/2007
paris;CASH;RUE BICHAT;07/03/2007;07/03/2007
paris;GO FAST;RUE LAFAYETTE;26/06/2007;26/06/2007
paris;GO FAST;RUE DUNOIS;07/03/2007;07/03/2007
paris;LA VIE EN ROUGE;AVENUE DE L'OBSERVATOIRE;06/12/2007;06/12/2007
paris;MODERN LOVE;PONT DE SULLY;29/03/2007;30/03/2007
paris;BLACK;RUE MARCADET;03/02/2007;03/02/2007
paris;BLACK;RUE DEJEAN;03/02/2007;03/02/2007
paris;UN CONTE DE NOEL;AVENUE DENFERT ROCHEREAU;03/01/2007;03/01/2007
paris;UN CONTE DE NOEL;RUE DU FAUBOURG SAINT JACQUES;03/01/2007;03/01/2007
paris;LES DEUX MONDES;AVENUE DE LA PORT;03/06/2007;03/06/2007
paris;LES DEUX MONDES;RUE SAINT BERNARD ANGLE SAINT ANTOINE;19/03/2007;19/03/2007
paris;LES DEUX MONDES;RUE SEDILLOT;04/06/2007;04/06/2007
paris;LES DEUX MONDES;RUE DU FAUBOURG SAINT ANTOINE;14/03/2007;14/03/2007
paris;LES DEUX MONDES;RUE SAINT BERNARD;16/03/2007;16/03/2007
paris;LES DEUX MONDES;RUE AMELOT ANGLE RUE SCARON;03/05/2007;03/06/2007
paris;LES DEUX MONDES;RUE DU FAUBOURG SAINT ANTOINE/ST BERNARD;19/03/2007;19/03/2007
paris;NOTRE UNIVERS IMPITOYABLE;ESPLANADE DE LA BNF;04/03/2007;04/03/2007
paris;NOTRE UNIVERS IMPITOYABLE;PASSERELLE SIMONE DE BEAUVOIR;04/03/2007;04/03/2007
paris;NOTRE UNIVERS IMPITOYABLE;SQUARE GEORGES DUHAMEL;30/04/2007;30/04/2007
paris;TAKEN;PASSERELLE DES ARTS;04/04/2007;04/04/2007
paris;TAKEN;QUAI HENRI IV;04/02/2007;04/02/2007
paris;TAKEN;RUE DE L'ARBRE SEC;24/05/2007;24/05/2007
paris;LE NOUVEAU PROTOCOLE;AVENUE CARTELLIER;28/03/2007;28/03/2007
paris;LE NOUVEAU PROTOCOLE;RUE LOUIS LUMIERE;30/03/2007;30/03/2007
paris;LE NOUVEAU PROTOCOLE;RUE HENRI DUVERNOIS;24/04/2007;25/04/2007
paris;LA VIE EN ROUGE;RUE CENSIER/RUE MOUFFETARD (ANGLE);06/11/2007;06/11/2007
paris;LA VIE EN ROUGE;RUE DE LANDOLLE;06/11/2007;06/11/2007
paris;L'INFILTRE;AVENUE DES CHAMPS ELYSEES/AV GEORGE V (ANGLE);06/12/2007;06/12/2007
paris;L'INFILTRE;AVENUE DES CHAMPS ELYSEES;14/06/2007;14/06/2007
paris;L'INFILTRE;QUAI ANDRE CITROEN;13/06/2007;13/06/2007
paris;L'INFILTRE;RUE DE L'UNIVERSITE;14/06/2007;14/06/2007
paris;AGATHE CLERY;AVENUE PAUL DOUMER;21/09/2007;21/09/2007
paris;AGATHE CLERY;AVENUE MONTAIGNE (CONTRE ALLEE);19/09/2007;19/09/2007
paris;AGATHE CLERY;AVENUE MAC MAHON;19/09/2007;19/09/2007
paris;AGATHE CLERY;AVENUE MONTAIGNE (CONTRE-ALLEE);09/07/2007;09/07/2007
paris;AGATHE CLERY;BOULEVARD ORNANO;21/11/2007;21/11/2007
paris;AGATHE CLERY;EGLISE SAINT ROCH;16/11/2007;16/11/2007
paris;AGATHE CLERY;PLACE DE L'ETOILE;26/06/2007;26/06/2007
paris;AGATHE CLERY;PLACE DU PARVIS;30/07/2007;08/01/2007
paris;AGATHE CLERY;PONT AU DOUBLE;22/09/2007;22/09/2007
paris;AGATHE CLERY;RUE DE L'HOTEL COLBERT;22/09/2007;22/09/2007
paris;AGATHE CLERY;RUE VASCO DE GAMA/AVENUE FELIX FAURE;07/02/2007;07/02/2007
paris;DE LA GUERRE;CIMETIERE DU PERE LACHAISE;25/06/2007;25/06/2007
paris;DE LA GUERRE;RUE MAILLARD;26/06/2007;26/06/2007
paris;DE LA GUERRE;RUE DE LA CROIX FAUBIN;26/06/2007;26/06/2007
paris;LES VIOLETTES;QUAI D'ANJOU ANGLE RUE POULETIER;18/06/2007;18/06/2007
paris;LA FRONTIERE DE L'AUBE;RUE PHILIBERT DELORME;24/07/2007;24/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE DE MESSINE;08/05/2007;08/05/2007
paris;LA FRONTIERE DE L'AUBE;RUE THIMONNIER;26/08/2007;26/08/2007
paris;LA FRONTIERE DE L'AUBE;RUE DE LISBONNE;07/08/2007;07/08/2007
paris;PAR SUITE D'UN ARRET DE TRAVAIL;RUE LE BRIX ET MESNIN;07/03/2007;07/04/2007
paris;SEULS TWO;AVENUE DES CHAMPS ELYSEES;19/08/2007;19/08/2007
paris;SEULS TWO;BOULEVARD BARBES;30/07/2007;30/07/2007
paris;SEULS TWO;PARKING DE LA PLACE SAINT GERVAIS;10/08/2007;10/08/2007
paris;SEULS TWO;PARVIS DE L'EGLISE;10/03/2007;10/03/2007
paris;SEULS TWO;PLACE DE L'ETOILE;07/12/2007;07/12/2007
paris;SEULS TWO;PLACE DU PANTHEON;20/08/2007;21/08/2007
paris;SEULS TWO;PLACE MONGE;22/08/2007;22/08/2007
paris;SEULS TWO;PLACE DIAGHILEV;08/05/2007;08/06/2007
paris;SEULS TWO;PONT DE LA CONCORDE;26/08/2007;27/08/2007
paris;SEULS TWO;RUE MONGE;22/08/2007;22/08/2007
paris;SEULS TWO;RUE PUVIS DE CHAVANNES;16/08/2007;16/08/2007
paris;SEULS TWO;RUE DE LA MONTAGNE SAINTE GENEVIEVE;20/08/2007;21/08/2007
paris;SEULS TWO;RUE LA FAYETTE;10/03/2007;10/03/2007
paris;SEULS TWO;RUE AMPERE;16/08/2007;16/08/2007
paris;SEULS TWO;RUE SEDILLOT;31/07/2007;08/02/2007
paris;SEULS TWO;RUE DUPONT DES LOGES;31/07/2007;08/02/2007
paris;SEULS TWO;RUE VALETTE;20/08/2007;21/08/2007
paris;SEULS TWO;RUE BOSSUET;09/03/2007;09/03/2007
paris;CLIENTE;AVENUE EDWARD TUCK;17/09/2007;17/09/2007
paris;CLIENTE;RUE SCRIBE;14/09/2007;14/09/2007
paris;CLIENTE;RUE DU FAUBOURG SAINT DENIS;27/08/2007;27/08/2007
paris;THE BOOK OF SECRET;ALLEE DES CYGNES;31/07/2007;31/07/2007
paris;THE BOOK OF SECRET;PLACE FERNAND FOREST;31/07/2007;31/07/2007
paris;THE BOOK OF SECRET;PONT MIRABEAU;31/07/2007;31/07/2007
paris;SKATE OR DIE;BOULEVARD DE ROCHECHOUART;13/09/2007;13/09/2007
paris;SKATE OR DIE;BOULEVARD DE REIMS;09/04/2007;09/04/2007
paris;SKATE OR DIE;BOULEVARD SOULT;10/04/2007;10/04/2007
paris;SKATE OR DIE;BOULEVARD DE BERCY;09/12/2007;09/12/2007
paris;SKATE OR DIE;BOULEVARD DE SEBASTOPOL;31/08/2007;31/08/2007
paris;SKATE OR DIE;BOULEVARD PASTEUR;10/09/2007;10/09/2007
paris;SKATE OR DIE;PASSERELLE DEBILLY;13/08/2007;13/08/2007
paris;SKATE OR DIE;RUE MARCADET;30/08/2007;30/08/2007
paris;SKATE OR DIE;RUE DE L'AQUEDUC;10/01/2007;10/01/2007
paris;SKATE OR DIE;RUE VALETTE;19/09/2007;19/09/2007
paris;SKATE OR DIE;RUE RENE COTY;10/09/2007;10/09/2007
paris;SKATE OR DIE;RUE DE MADRID;18/08/2007;19/08/2007
paris;SKATE OR DIE;RUE PERDONNET;10/01/2007;10/01/2007
paris;SKATE OR DIE;RUE NEUVE TOLBIAC (CONTRE-ALLEE);28/08/2007;28/08/2007
paris;SKATE OR DIE;RUE DE RIVOLI;31/08/2007;31/08/2007
paris;SKATE OR DIE;RUE PHILIPPE DE GIRARD;10/01/2007;10/01/2007
paris;ENSEMBLE, NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR;PLACE DE L'ALMA;07/07/2009;07/07/2009
paris;ENSEMBLE, NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR;RUE CASSINI;25/07/2009;25/07/2009
paris;NODAME CANTABILE 1;PONT ALEXANDRE III;24/08/2009;24/08/2009
paris;NODAME CANTABILE 1;RUE JEAN MARIDOR;16/07/2009;16/07/2009
paris;NODAME CANTABILE 1;AVENUE FREMIET;22/07/2009;22/07/2009
paris;NODAME CANTABILE 1;JARDIN DES HALLES;07/11/2009;07/11/2009
paris;NODAME CANTABILE 1;SQUARE LOUISE MICHEL;13/07/2009;13/07/2009
paris;NODAME CANTABILE 1;BERGES DU VERT GALANT;17/07/2009;17/07/2009
paris;NODAME CANTABILE 1;RUE MOUFFETARD;07/10/2009;07/10/2009
paris;NODAME CANTABILE 1;PARC DU CHAMP DE MARS;21/07/2009;21/07/2009
paris;NODAME CANTABILE 1;PONT DE LA TOURNELLE;07/12/2009;07/12/2009
paris;QUARTIER LOINTAIN;PLACE DU TROCADERO;16/07/2009;16/07/2009
paris;QUARTIER LOINTAIN;RUE DE L'ALBONI;17/07/2009;17/07/2009
paris;LA FETE DES VOISINS;RUE MONGE;30/07/2009;30/07/2009
paris;LA FETE DES VOISINS;RUE DE L'OUEST;28/07/2009;28/07/2009
paris;HAPPY FEW;RUE EMILE DURKHEIM;14/08/2009;14/08/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PLACE DU PALAIS ROYAL;08/08/2009;08/08/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PONT DES ARTS;30/10/2009;30/10/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PONT DE BIR HAKEIM;30/10/2009;30/10/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PLACE DES PYRAMIDES;08/02/2009;08/02/2009
paris;LES PETITS MOUCHOIRS;PLACE DU MARCHE SAINTE CATHERINE;08/10/2009;08/10/2009
paris;LES PETITS MOUCHOIRS;PLACE DE LA RESISTANCE;08/07/2009;08/08/2009
paris;CAMPING 2;RUE DE LONDRES;08/12/2009;08/12/2009
paris;CAMPING 2;RUE DU POTEAU;08/11/2009;08/11/2009
paris;INCEPTION / OLIVER'S ARROW;PONT BIR HAKEIM;17/08/2009;17/08/2009
paris;INCEPTION / OLIVER'S ARROW;RUE PERIGNON;18/08/2009;19/08/2009
paris;INCEPTION / OLIVER'S ARROW;RUE CESAR FRANCK;22/07/2009;25/07/2009
paris;INCEPTION / OLIVER'S ARROW;JARDIN DU MUSEE GALLIERA;20/08/2009;20/08/2009
paris;CONTRE TOI/SOUS TON EMPRISE;RUE MIROMESNIL;28/08/2009;28/08/2009
paris;CONTRE TOI/SOUS TON EMPRISE;RUE DE MIROMESNIL;24/08/2009;24/08/2009
paris;HORS LA LOI;BERGES DU QUAI DE LA GIRONDE;18/08/2009;18/08/2009
paris;MEMORY LANE;RUE DES PLANTES;13/08/2009;13/08/2009
paris;MEMORY LANE;BOIS DE BOULOGNE;09/01/2009;09/01/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;RUE DE L'AMIRAL D'ESTAING;09/02/2009;09/02/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;PLACE DU PALAIS BOURBON;09/09/2009;09/09/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;RUE DE COURTY;09/09/2009;09/09/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;RUE DU DOCTEUR LANCEREAUX;13/10/2009;13/10/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;AVENUE DE BOSQUET;21/09/2009;21/09/2009
paris;LA GRANDE VILLA;PORTE DE GENTILLY;09/01/2009;09/01/2009
paris;LA GRANDE VILLA;AVENUE MARCEAU;09/02/2009;09/02/2009
paris;LA LISIERE;BOIS DE VINCENNES;09/05/2009;09/05/2009
paris;NODAME CANTABILE 2;PLACE RENE CASSIN;30/09/2009;30/09/2009
paris;NODAME CANTABILE 2;PLACE DAUPHINE;22/09/2009;22/09/2009
paris;NODAME CANTABILE 2;AVENUE WINSTON CHURCHILL;10/01/2009;10/01/2009
paris;NODAME CANTABILE 2;RUE CHARLES DICKENS;30/09/2009;30/09/2009
paris;NODAME CANTABILE 2;PLACE ANDRE MALRAUX;10/03/2009;10/03/2009
paris;NODAME CANTABILE 2;ILE DE LA CITE (POINTE);22/09/2009;22/09/2009
paris;NODAME CANTABILE 2;RUE MOUFFETARD/SQUARE VERMENOUZE;10/01/2009;10/01/2009
paris;COMME LES 5 DOIGTS DE LA MAIN;TERRE-PLEIN DEVANT LA BOUCHE DE METRO EUROPE;10/06/2009;10/06/2009
paris;UN CRIME D'AMOUR/UNE FEMME PARFAITE;RUE DU JOUR;16/11/2009;16/11/2009
paris;CHANTRAPAS;PLACE DES SAINTS PERES;13/10/2009;15/10/2009
paris;GIGOLA;RUE MESSIER;10/12/2009;10/12/2009
paris;GIGOLA;PONT DE BIR HAKEIM;10/11/2009;10/11/2009
paris;118318;AVENUE PAUL ADAM;21/10/2009;21/10/2009
paris;DONNANT DONNANT/UN HOMME TRES RECHERCHE;RUE BAILLEUL;15/10/2009;15/10/2009
paris;ASAL;RUE DE RIVOLI;19/10/2009;19/10/2009
paris;ASAL;PONT DES ARTS;19/10/2009;19/10/2009
paris;ASAL;PLACE DU LOUVRE;19/10/2009;19/10/2009
paris;IL RESTE DU JAMBON;RUE BEETHOVEN;24/03/2010;24/03/2010
paris;IL RESTE DU JAMBON;RUE DE PONTHIEU;23/04/2010;23/04/2010
paris;IL RESTE DU JAMBON;AVENUE DE CAMOENS;24/03/2010;24/03/2010
paris;IL RESTE DU JAMBON;JARDIN DES HALLES;04/07/2010;04/07/2010
paris;IL RESTE DU JAMBON;RUE RENE BOULANGER;22/03/2010;23/03/2010
paris;LES FEMMES DU 6EME ETAGE;RUE DE L'ABBE GILLET;05/07/2010;05/07/2010
paris;LES FEMMES DU 6EME ETAGE;AVENUE DE MESSINE;26/04/2010;26/04/2010
paris;LES FEMMES DU 6EME ETAGE;BOULEVARD DELESSERT;05/07/2010;05/07/2010
paris;BLANCHE NUIT;PLACE LEON BLUM;31/03/2010;31/03/2010
paris;MON POTE;PLACE DU PARVIS DU SACRE COEUR;30/06/2010;30/06/2010
paris;MON POTE;RUE DU FAUBOURG POISSONNIERE ET ABORDS;04/08/2010;04/08/2010
paris;LA FEMME DU CINQUIEME;RUE DE L'OURCQ;20/04/2010;20/04/2010
paris;LA FEMME DU CINQUIEME;RUE RENNEQUIN/BD PEREIRE SUD;13/04/2010;13/04/2010
paris;LA FEMME DU CINQUIEME;BOIS DE BOULOGNE;16/04/2010;16/04/2010
paris;LA FEMME DU CINQUIEME;RUE OCTAVE FEUILLET/BOULEVARD EMILE AUGIER;20/04/2010;20/04/2010
paris;SI TU MEURS, JE TE TUE;RUE DES DEUX GARES;28/05/2010;28/05/2010
paris;SI TU MEURS, JE TE TUE;RUE PIERRE SEMARD;14/04/2010;14/04/2010
paris;SI TU MEURS, JE TE TUE;RUE FENELON;05/10/2010;05/10/2010
paris;SI TU MEURS, JE TE TUE;RUE DU FAUBOURG POISSONNIERE;21/05/2010;21/05/2010
paris;SI TU MEURS, JE TE TUE;RUE DU FAUBOURG POISSONNIERE;17/05/2010;17/05/2010
paris;TANATHOR;PLACE DE L'OPERA;17/04/2010;17/04/2010
paris;TANATHOR;PLACE DE L'OPERA;16/04/2010;16/04/2010
paris;LA LIGNE DROITE;TERRE-PLEIN DE LA RUE LEIBNIZ ET BELLIARD;21/07/2010;21/07/2010
paris;L'ART DE SEDUIRE;RUE DUPUIS;15/06/2010;15/06/2010
paris;L'ART DE SEDUIRE;RUE EUGENE SPULLER;15/06/2010;15/06/2010
paris;L'ART DE SEDUIRE;RUE DUPUIS;31/05/2010;31/05/2010
paris;L'ART DE SEDUIRE;RUE DE LA CORDERIE;31/05/2010;31/05/2010
paris;L'ART DE SEDUIRE;RUE ET CITE DUPETIT THOUARS;15/06/2010;15/06/2010
paris;L'ART DE SEDUIRE;PROMENADE MONTAND SIGNORET;06/09/2010;06/09/2010
paris;L'ART DE SEDUIRE;PLACE DE BITCHE;28/05/2010;28/05/2010
paris;L'ART DE SEDUIRE;RUE PERREE;15/06/2010;15/06/2010
paris;UN BAISER PAPILLON;RUE CHARDIN;07/05/2010;07/05/2010
paris;UN BAISER PAPILLON;BOULEVARD DE CLICHY;06/09/2010;06/09/2010
paris;UN BAISER PAPILLON;RUE BEAUJON;24/06/2010;24/06/2010
paris;UN BAISER PAPILLON;RUE ANDRE ANTOINE;06/09/2010;06/09/2010
paris;ICHH;AVENUE MARCEAU;06/03/2010;06/03/2010
paris;ICHH;AVENUE DES CHAMPS ELYSEES;06/08/2010;06/08/2010
paris;ICHH;RUE CLOTILDE;06/04/2010;06/04/2010
paris;ICHH;PONT DU CARROUSEL;06/06/2010;06/06/2010
paris;ICHH;PLACE DE LA PORTE DE SAINT CLOUD;06/11/2010;06/11/2010
paris;ICHH;BOULEVARD DE CLICHY;06/07/2010;06/07/2010
paris;ICHH;RUE JEAN-DU-BELLAY;06/09/2010;06/09/2010
paris;ERREUR DE LA BANQUE EN VOTRE FAVEUR;PARC MONCEAU;09/11/2008;09/11/2008
paris;LE PERE DE MES ENFANTS;BOULEVARD DE LA MADELEINE;09/02/2008;09/02/2008
paris;LE PERE DE MES ENFANTS;RUE DU FAUBOURG SAINT DENIS;17/10/2008;17/10/2008
paris;LE PERE DE MES ENFANTS;RUE DE LA MICHODIERE;09/02/2008;09/02/2008
paris;HUMAINS;JARDIN DU TROCADERO;09/09/2008;09/09/2008
paris;NE LE DIS A PERSONNE;RUE DU PONT NEUF;13/09/2005;13/09/2005
paris;INCONTROLABLE;PLACE REPUBLIQUE DOMINICAINE;07/11/2005;07/11/2005
paris;INCONTROLABLE;QUAI DES GRANDS AUGUSTINS;28/07/2005;28/07/2005
paris;INCONTROLABLE;RUE DE CASTIGLIONE;20/07/2005;20/07/2005
paris;A L'ARRACHE;PLACE BAUDOYER;20/07/2005;20/07/2005
paris;A L'ARRACHE;RUE D'AUBERVILLIERS;21/07/2005;21/07/2005
paris;JARDINS EN AUTOMNE;AVENUE FOCH (ARRET DU BUS);30/08/2005;30/08/2005
paris;JARDINS EN AUTOMNE;CITE CONDORCET;08/03/2005;08/05/2005
paris;JARDINS EN AUTOMNE;PLACE DU 11 NOVEMBRE;08/11/2005;08/11/2005
paris;JARDINS EN AUTOMNE;RUE DE PICARDIE;08/01/2005;08/02/2005
paris;JARDINS EN AUTOMNE;RUE DUPETIT THOUARS;08/01/2005;08/02/2005
paris;CABARET PARADIS;BOULEVARD DE CLICHY;22/07/2005;22/07/2005
paris;ON VA S'AIMER;AVENUE THEODORE ROUSSEAU;09/09/2005;09/09/2005
paris;ON VA S'AIMER;AVENUE DAUMESNIL;19/08/2005;19/08/2005
paris;ON VA S'AIMER;PLACE DE L'ESTRAPADE;27/07/2005;27/07/2005
paris;ON VA S'AIMER;PONT DES ARTS;18/08/2005;18/08/2005
paris;ON VA S'AIMER;RUE LHOMOND;21/09/2005;21/09/2005
paris;NOUVELLE CHANCE;RUE DES PYRENEES;15/08/2005;15/08/2005
paris;NOUVELLE CHANCE;RUE DES PYRENEES;28/08/2005;28/08/2005
paris;LA MAISON DU BONHEUR;RUE DU BOULOI;16/09/2005;16/09/2005
paris;LA JUNGLE;AVENUE DE FRANCE;25/08/2005;25/08/2005
paris;LA JUNGLE;RUE RAYNOUARD;15/08/2005;15/08/2005
paris;LA JUNGLE;RUE DE MEAUX;26/08/2005;26/08/2005
paris;LA JUNGLE;RUE POULET/R CLIGNANCOURT (ANGLE);22/08/2005;22/08/2005
paris;LA JUNGLE;RUE BEAUREGARD;13/08/2005;13/08/2005
